,season,week,home,away,game_result,yppa_diff,rush_diff,drive_points_diff,turnover_diff,sack_yards_diff,sack_times_diff
3476,2015,1,Cardinals,Saints,1,2.1999999999999993,2.0999999999999996,0.8500000000000001,0,-1,-2
3477,2015,1,Chargers,Lions,1,1.6000000000000005,-1.1999999999999997,0.20000000000000018,1,3,1
3478,2015,1,Broncos,Ravens,1,0.6999999999999997,-0.40000000000000036,0.55,-1,8,2
3479,2015,1,Raiders,Bengals,0,-3.6000000000000005,-0.19999999999999973,-1.67,2,20,2
3480,2015,1,Buccaneers,Titans,0,-6.800000000000001,-0.3999999999999999,-3.0300000000000002,1,5,2
3481,2015,1,Cowboys,Giants,1,2.7,-0.5999999999999996,-0.1499999999999999,3,-3,-1
3482,2015,1,Falcons,Eagles,1,2.0,-0.8999999999999999,0.1499999999999999,0,8,1
3483,2015,1,49ers,Vikings,1,0.7999999999999998,1.7000000000000002,1.9200000000000002,0,-54,-4
3484,2015,2,Chiefs,Broncos,0,1.4000000000000004,2.4000000000000004,-0.5299999999999998,4,6,2
3485,2015,2,Bills,Patriots,0,-1.2999999999999998,2.2,-0.3799999999999999,1,38,6
3486,2015,2,Bears,Cardinals,0,-0.6000000000000005,-0.19999999999999973,-2.5900000000000003,0,15,2
3487,2015,2,Bengals,Chargers,1,-0.10000000000000142,-0.2999999999999998,0.10000000000000009,-1,-18,-4
3488,2015,2,Browns,Titans,1,4.6,-1.6,1.38,-3,-24,-5
3489,2015,2,Vikings,Lions,1,3.0,2.3000000000000003,0.7599999999999998,-2,1,0
3490,2015,2,Saints,Buccaneers,0,-3.3999999999999995,-0.10000000000000009,-0.71,1,23,1
3491,2015,2,Giants,Falcons,0,-0.20000000000000018,1.7000000000000002,-0.18000000000000016,1,-16,0
3492,2015,2,Steelers,49ers,1,7.199999999999999,-0.20000000000000018,2.1100000000000003,-1,-37,-5
3493,2015,2,Redskins,Rams,1,2.5,-0.2999999999999998,1.17,1,8,1
3494,2015,2,Panthers,Texans,1,0.7000000000000002,2.5,0.3900000000000001,0,12,1
3495,2015,2,Raiders,Ravens,1,-0.9000000000000004,0.6999999999999993,0.3599999999999999,-1,0,1
3496,2015,2,Jaguars,Dolphins,1,0.5000000000000009,1.1,0.10000000000000009,0,-15,-2
3497,2015,2,Eagles,Cowboys,0,-1.5,-2.9,-0.84,1,-13,-2
3498,2015,2,Packers,Seahawks,1,0.2999999999999998,-0.39999999999999947,0.9000000000000001,-1,14,0
3499,2015,2,Colts,Jets,0,-0.2999999999999998,0.19999999999999973,-1.1800000000000002,4,-1,-1
3500,2015,3,Giants,Redskins,1,2.499999999999999,-1.7000000000000002,1.2900000000000003,-3,-11,-1
3501,2015,3,Browns,Raiders,0,-3.4000000000000004,-2.4000000000000004,-0.4500000000000002,1,25,5
3502,2015,3,Cowboys,Falcons,0,0.7000000000000002,1.0999999999999996,-0.75,1,7,1
3503,2015,3,Titans,Colts,0,-0.39999999999999947,-2.5,-0.1499999999999999,0,7,0
3504,2015,3,Rams,Steelers,0,-0.1999999999999993,1.1,-0.5299999999999999,0,-23,-3
3505,2015,3,Vikings,Chargers,1,-2.0,2.0999999999999996,1.5499999999999998,-1,-30,-4
3506,2015,3,Patriots,Jaguars,1,0.9999999999999991,1.1,3.3999999999999995,-1,6,0
3507,2015,3,Jets,Eagles,0,0.8999999999999999,-0.30000000000000027,-0.4700000000000002,3,-3,0
3508,2015,3,Panthers,Saints,1,1.9000000000000004,1.1,0.56,-2,3,0
3509,2015,3,Ravens,Bengals,0,-4.199999999999999,-0.7999999999999998,0.06999999999999984,-1,-11,-2
3510,2015,3,Texans,Buccaneers,1,-1.4000000000000004,1.2000000000000002,0.6700000000000002,0,1,1
3511,2015,3,Cardinals,49ers,1,6.8,0.19999999999999973,3.6899999999999995,-3,-10,-1
3512,2015,3,Dolphins,Bills,0,-3.6999999999999993,0.6999999999999993,-2.56,3,8,2
3513,2015,3,Seahawks,Bears,1,4.3,1.9,2.36,0,8,2
3514,2015,4,Lions,Broncos,0,-1.7000000000000002,-0.7000000000000002,-1.0,1,9,3
3515,2015,4,Packers,Chiefs,1,3.000000000000001,-0.40000000000000036,1.02,-1,-31,-6
3516,2015,4,Steelers,Ravens,0,-1.2000000000000002,0.1999999999999993,-0.30999999999999983,-2,7,-1
3517,2015,4,Dolphins,Jets,0,-3.7,0.6000000000000005,-0.8499999999999999,1,31,3
3518,2015,4,Falcons,Texans,1,2.4000000000000004,0.6999999999999997,2.38,-4,5,1
3519,2015,4,Bills,Giants,0,0.09999999999999964,-1.0,-0.8900000000000001,1,15,1
3520,2015,4,Bears,Raiders,1,1.0999999999999996,0.19999999999999973,0.16000000000000014,1,-15,1
3521,2015,4,Bengals,Chiefs,1,5.7,-0.10000000000000053,1.5,-1,-38,-5
3522,2015,4,Colts,Jaguars,1,-0.09999999999999964,-2.5999999999999996,0.1399999999999999,2,7,2
3523,2015,4,Buccaneers,Panthers,0,1.2999999999999998,0.7000000000000002,-1.08,4,4,0
3524,2015,4,Redskins,Eagles,1,-2.000000000000001,-0.7999999999999998,0.41999999999999993,-1,-37,-4
3525,2015,4,Chargers,Browns,1,1.0,-0.5,0.04999999999999982,-1,-13,-2
3526,2015,4,Broncos,Vikings,1,2.2,0.5999999999999996,0.09999999999999987,1,-44,-5
3527,2015,4,Cardinals,Rams,0,0.5,-0.8999999999999995,-0.16999999999999993,3,11,3
3528,2015,5,49ers,Packers,0,-1.4000000000000004,-0.8000000000000007,-1.4,1,17,3
3529,2015,5,Saints,Cowboys,1,-0.3000000000000007,0.0,0.3599999999999999,0,-2,0
3530,2015,5,Seahawks,Lions,1,3.2,0.6000000000000001,0.17999999999999994,2,52,6
3531,2015,5,Texans,Colts,0,1.5000000000000009,-0.8000000000000003,-0.7799999999999998,2,0,1
3532,2015,5,Falcons,Redskins,1,-1.0,3.4,0.77,1,12,2
3533,2015,5,Bengals,Seahawks,1,-1.5999999999999996,-3.2,0.08000000000000007,1,5,0
3534,2015,5,Packers,Rams,1,3.3000000000000007,-2.0999999999999996,1.08,-1,-13,-1
3535,2015,5,Titans,Bills,0,1.0,-1.0,-0.21999999999999997,0,-23,-2
3536,2015,5,Chiefs,Bears,0,0.2999999999999998,1.4000000000000004,0.050000000000000044,-1,0,1
3537,2015,5,Eagles,Saints,1,0.6000000000000005,0.9000000000000004,1.79,-2,-43,-5
3538,2015,5,Buccaneers,Jaguars,1,1.6000000000000014,1.3999999999999995,0.6300000000000003,-2,-10,-4
3539,2015,5,Ravens,Browns,0,-2.700000000000001,2.5,-0.040000000000000036,0,-21,-3
3540,2015,5,Lions,Cardinals,0,-3.4000000000000004,-4.4,-1.69,6,-13,-1
3541,2015,5,Cowboys,Patriots,0,-4.8999999999999995,-0.5,-2.0,2,-4,-2
3542,2015,6,Raiders,Broncos,0,-1.5999999999999996,0.20000000000000018,-0.62,1,14,2
3543,2015,6,Giants,49ers,1,0.8999999999999995,-0.5999999999999996,0.6299999999999999,1,-6,-2
3544,2015,6,Chargers,Steelers,0,-0.09999999999999964,-3.0,-0.33000000000000007,1,2,-1
3545,2015,6,Saints,Falcons,1,1.7999999999999998,-4.6,1.0699999999999998,-3,-24,-4
3546,2015,6,Bills,Bengals,0,-1.3000000000000007,0.9000000000000004,-0.9899999999999998,1,7,2
3547,2015,6,Browns,Broncos,0,-1.2000000000000002,-1.2999999999999998,-0.18000000000000016,0,24,4
3548,2015,6,Lions,Bears,1,0.7000000000000011,1.9,0.6499999999999999,2,14,1
3549,2015,6,Titans,Dolphins,0,-3.000000000000001,-2.0999999999999996,-2.9699999999999998,2,34,4
3550,2015,6,Vikings,Chiefs,1,0.2999999999999998,-0.8000000000000003,0.42000000000000004,1,1,0
3551,2015,6,Jets,Redskins,1,5.3999999999999995,3.4000000000000004,0.7600000000000002,1,-5,-1
3552,2015,6,Steelers,Cardinals,1,-0.7999999999999989,1.6000000000000005,1.0,-3,-2,0
3553,2015,6,Jaguars,Texans,0,-2.0999999999999996,0.8999999999999999,-0.9999999999999998,3,14,2
3554,2015,6,Seahawks,Panthers,0,0.39999999999999947,0.3000000000000007,-0.31000000000000005,-2,1,1
3555,2015,6,Packers,Chargers,1,0.6999999999999993,4.9,0.7000000000000002,-1,3,0
3556,2015,7,49ers,Ravens,1,5.6,-0.8999999999999999,0.44999999999999996,-2,14,3
3557,2015,7,Colts,Patriots,0,-2.3,0.9000000000000004,-0.3700000000000001,-1,12,1
3558,2015,7,Eagles,Giants,1,2.6999999999999993,0.7999999999999998,1.58,1,-13,-2
3559,2015,7,49ers,Seahawks,0,-5.4,-0.20000000000000018,-1.55,-2,20,1
3560,2015,7,Jaguars,Bills,1,-0.20000000000000018,-0.2999999999999998,0.2400000000000002,-3,-31,-2
3561,2015,7,Lions,Vikings,0,-0.5,0.5,-0.6000000000000001,-1,28,3
3562,2015,7,Titans,Falcons,0,-1.5,0.7000000000000002,-0.18999999999999995,0,8,1
3563,2015,7,Colts,Saints,0,0.8999999999999995,0.7000000000000002,-0.28,2,18,2
3564,2015,7,Chiefs,Steelers,1,0.9000000000000004,-1.2999999999999998,0.9999999999999998,-3,-5,0
3565,2015,7,Rams,Browns,1,-1.0999999999999996,2.6999999999999997,1.54,-3,-2,-2
3566,2015,7,Dolphins,Texans,1,7.700000000000001,4.3,1.28,0,19,0
3567,2015,7,Patriots,Jets,1,-1.0999999999999996,-1.3,0.9100000000000001,-1,6,1
3568,2015,7,Redskins,Buccaneers,1,-2.4000000000000004,-3.6999999999999997,-0.5100000000000002,0,4,0
3569,2015,7,Chargers,Raiders,0,-3.5,-0.7000000000000002,-0.6600000000000001,2,2,0
3570,2015,8,Giants,Cowboys,1,-1.9000000000000004,-0.40000000000000036,0.4500000000000002,-4,13,1
3571,2015,8,Panthers,Eagles,1,4.2,0.2999999999999998,0.8500000000000001,2,-26,-4
3572,2015,8,Cardinals,Ravens,1,3.5999999999999996,2.0000000000000004,0.5599999999999998,-2,-20,-1
3573,2015,8,Patriots,Dolphins,1,3.2,2.5,2.46,-2,-31,-3
3574,2015,8,Chiefs,Lions,1,-0.2999999999999998,0.6000000000000005,2.92,-2,-17,-3
3575,2015,8,Falcons,Buccaneers,0,2.8000000000000007,0.0,-0.2999999999999998,4,-2,-1
3576,2015,8,Bears,Vikings,0,0.2999999999999998,-2.0000000000000004,-0.2999999999999998,-1,-4,0
3577,2015,8,Browns,Cardinals,0,-4.4,-1.1,-0.9500000000000002,-2,6,0
3578,2015,8,Rams,49ers,1,4.6000000000000005,3.0,1.4,1,-11,-3
3579,2015,8,Saints,Giants,1,2.0999999999999996,-0.09999999999999964,-0.4500000000000002,1,-21,-3
3580,2015,8,Steelers,Bengals,0,-0.40000000000000036,2.6999999999999997,-0.5000000000000001,1,9,0
3581,2015,8,Ravens,Chargers,1,0.10000000000000053,-0.20000000000000018,0.009999999999999787,0,15,2
3582,2015,8,Texans,Titans,1,2.0999999999999996,-1.9,1.0,-3,-25,-4
3583,2015,8,Raiders,Jets,1,2.999999999999999,1.2000000000000002,1.01,-1,-19,-3
3584,2015,9,Cowboys,Seahawks,0,-3.5,0.6999999999999997,-0.10000000000000009,-1,6,1
3585,2015,9,Broncos,Packers,1,9.399999999999999,0.40000000000000036,2.1100000000000003,1,-27,-3
3586,2015,9,Panthers,Colts,1,2.0999999999999996,0.0,0.28,-1,1,0
3587,2015,9,Bengals,Browns,1,3.6999999999999993,0.0,1.99,0,-9,-1
3588,2015,9,Bills,Dolphins,1,4.800000000000001,2.9000000000000004,1.78,-1,0,1
3589,2015,9,Vikings,Rams,1,0.7000000000000002,-0.3000000000000007,0.20999999999999996,1,3,0
3590,2015,9,Patriots,Redskins,1,2.4000000000000004,1.9000000000000004,1.34,0,-4,-1
3591,2015,9,Saints,Titans,0,-0.40000000000000036,-1.7000000000000002,-0.29000000000000004,1,32,4
3592,2015,9,Jets,Jaguars,1,-0.7000000000000002,-4.2,0.10000000000000009,-4,-32,-4
3593,2015,9,Steelers,Raiders,1,1.2000000000000002,0.9000000000000004,0.46999999999999975,-2,11,1
3594,2015,9,Panthers,Packers,1,3.0,-0.10000000000000009,0.6600000000000001,-1,-38,-5
3595,2015,9,49ers,Falcons,1,0.7999999999999998,2.3,-0.030000000000000027,2,-18,-2
3596,2015,9,Buccaneers,Giants,0,1.6000000000000005,2.4000000000000004,-1.2700000000000002,1,0,0
3597,2015,9,Colts,Broncos,1,-0.7999999999999998,0.5,0.050000000000000266,-2,0,0
3598,2015,10,Cowboys,Eagles,0,-0.7000000000000002,-0.3000000000000007,-0.2999999999999998,1,14,3
3599,2015,10,Chargers,Bears,0,-2.2,0.2999999999999998,0.10999999999999988,-1,10,1
3600,2015,10,Jets,Bills,0,0.6999999999999993,0.7999999999999998,-0.44000000000000017,4,-23,-3
3601,2015,10,Packers,Lions,0,-1.1000000000000005,0.9000000000000001,-0.3600000000000001,-1,8,3
3602,2015,10,Titans,Panthers,0,0.0,-0.5,-1.7000000000000002,2,-26,-4
3603,2015,10,Rams,Bears,0,-4.999999999999999,0.40000000000000036,-1.92,0,-5,-1
3604,2015,10,Eagles,Dolphins,0,2.1000000000000005,-1.4,-0.06999999999999984,1,12,0
3605,2015,10,Steelers,Browns,1,3.500000000000001,1.7999999999999998,1.9100000000000001,-1,-42,-5
3606,2015,10,Buccaneers,Cowboys,1,0.2999999999999998,1.2000000000000002,0.31000000000000005,1,6,-1
3607,2015,10,Redskins,Saints,1,5.1,0.40000000000000036,3.43,-2,6,1
3608,2015,10,Ravens,Jaguars,0,3.0999999999999996,0.10000000000000053,-0.030000000000000027,3,-12,-2
3609,2015,10,Raiders,Vikings,0,1.2000000000000002,-3.5999999999999996,-1.46,2,-3,-2
3610,2015,10,Broncos,Chiefs,0,-2.9000000000000004,1.0,-1.0699999999999998,5,22,3
3611,2015,10,Giants,Patriots,0,0.0,0.20000000000000018,-0.08000000000000007,-1,14,0
3612,2015,11,Seahawks,Cardinals,0,0.0,2.9000000000000004,-0.1200000000000001,-2,-17,-1
3613,2015,11,Bengals,Texans,0,-0.5,0.40000000000000036,-0.2799999999999999,1,-3,1
3614,2015,11,Jaguars,Titans,1,0.9000000000000004,-0.10000000000000009,0.6499999999999999,1,5,0
3615,2015,11,Falcons,Colts,0,-0.2999999999999998,1.5,-0.3799999999999999,1,-6,-1
3616,2015,11,Bears,Broncos,0,0.09999999999999964,-1.3000000000000003,-0.05999999999999983,2,-27,-3
3617,2015,11,Lions,Raiders,1,1.0,1.0,0.5,0,11,3
3618,2015,11,Dolphins,Cowboys,0,-2.1000000000000005,0.5999999999999996,-1.13,-1,41,1
3619,2015,11,Eagles,Buccaneers,0,-2.1999999999999993,-1.7999999999999998,-2.44,3,6,2
3620,2015,11,Panthers,Redskins,1,0.8999999999999995,2.4000000000000004,2.15,-5,-15,-3
3621,2015,11,Ravens,Rams,1,1.5999999999999996,0.6000000000000001,0.06999999999999995,-2,2,0
3622,2015,11,Texans,Jets,1,1.8000000000000007,0.0,0.5,-1,-10,-2
3623,2015,11,Chargers,Chiefs,0,-4.300000000000001,-2.8000000000000003,-3.03,2,8,0
3624,2015,11,Vikings,Packers,0,0.7000000000000002,1.6,-1.42,1,32,4
3625,2015,11,Seahawks,49ers,1,1.3999999999999995,2.0999999999999996,1.34,0,-10,0
3626,2015,11,Cardinals,Bengals,1,2.5999999999999996,-0.20000000000000018,0.4500000000000002,1,-21,-2
3627,2015,11,Patriots,Bills,1,0.7000000000000002,0.7999999999999998,0.54,0,-2,-1
3628,2015,12,Lions,Eagles,1,2.5999999999999996,0.8999999999999999,2.92,-1,-25,-4
3629,2015,12,Cowboys,Panthers,0,-1.5999999999999996,-1.2999999999999998,-2.27,3,2,1
3630,2015,12,Packers,Bears,0,-1.6999999999999993,3.0,-0.33999999999999986,2,3,1
3631,2015,12,Falcons,Vikings,0,0.5999999999999996,-0.10000000000000053,-1.11,2,20,2
3632,2015,12,Bengals,Rams,1,3.7,-1.0,2.2399999999999998,-2,-8,-1
3633,2015,12,Titans,Raiders,0,-3.0,-0.3999999999999999,-0.10000000000000009,0,6,1
3634,2015,12,Colts,Buccaneers,1,1.5,-5.3,1.3,-1,-27,-2
3635,2015,12,Chiefs,Bills,1,1.0,1.3000000000000007,0.5299999999999998,-2,-5,0
3636,2015,12,Jets,Dolphins,1,1.9000000000000004,2.7,1.49,-2,-27,-2
3637,2015,12,Redskins,Giants,1,4.5,0.2999999999999998,0.45999999999999996,-3,-22,-3
3638,2015,12,Jaguars,Chargers,0,-0.20000000000000018,2.4000000000000004,-0.5,1,1,0
3639,2015,12,Texans,Saints,1,2.2,-0.5999999999999996,1.58,0,0,-1
3640,2015,12,49ers,Cardinals,0,1.7000000000000002,1.5,-0.45999999999999996,2,13,1
3641,2015,12,Seahawks,Steelers,1,3.0999999999999996,-0.39999999999999947,0.69,-4,-1,0
3642,2015,12,Broncos,Patriots,1,-0.20000000000000018,3.1999999999999997,0.3999999999999999,0,-2,0
3643,2015,12,Browns,Ravens,0,-1.0999999999999996,-1.0,-0.5499999999999998,-2,14,2
3644,2015,13,Lions,Packers,0,-0.8999999999999995,1.2000000000000002,-0.16000000000000014,0,-12,0
3645,2015,13,Bills,Texans,1,3.299999999999999,0.40000000000000036,0.8799999999999999,-1,-10,-1
3646,2015,13,Bears,49ers,0,1.0,-1.2999999999999998,-0.45999999999999996,1,-18,-3
3647,2015,13,Browns,Bengals,0,-5.199999999999999,-0.8000000000000003,-3.8100000000000005,2,19,2
3648,2015,13,Titans,Jaguars,1,0.5,2.1,0.5699999999999998,1,-9,2
3649,2015,13,Rams,Cardinals,0,-4.3,-0.5,-2.02,1,-13,-2
3650,2015,13,Dolphins,Ravens,1,-1.7999999999999998,1.6999999999999997,0.25,-1,-23,-2
3651,2015,13,Vikings,Seahawks,0,-5.9,-2.9,-3.0999999999999996,0,10,2
3652,2015,13,Giants,Jets,0,0.8000000000000007,-0.6999999999999997,-0.09999999999999987,0,-1,0
3653,2015,13,Buccaneers,Falcons,1,2.499999999999999,0.8999999999999999,0.3999999999999999,1,-9,-2
3654,2015,13,Raiders,Chiefs,0,-1.0,0.09999999999999964,-1.08,1,2,0
3655,2015,13,Chargers,Broncos,0,-1.0,0.6000000000000001,-1.28,2,16,3
3656,2015,13,Patriots,Eagles,0,0.7000000000000002,0.19999999999999973,-1.31,1,24,3
3657,2015,13,Saints,Panthers,0,-1.6000000000000005,-0.09999999999999964,0.23999999999999977,-2,9,1
3658,2015,13,Steelers,Colts,1,3.8000000000000007,1.9000000000000004,2.98,-1,-34,-5
3659,2015,13,Redskins,Cowboys,0,-1.3999999999999995,-1.2000000000000002,-0.25,-2,24,2
3660,2015,14,Cardinals,Vikings,1,-0.3000000000000007,0.2999999999999998,0.07999999999999963,-3,-4,-1
3661,2015,14,Bears,Redskins,0,0.5,1.0,-0.08000000000000007,0,0,0
3662,2015,14,Bengals,Steelers,0,1.799999999999999,1.0,-1.4799999999999998,2,6,1
3663,2015,14,Browns,49ers,1,2.6999999999999993,1.3999999999999995,1.0899999999999999,2,-25,-7
3664,2015,14,Chiefs,Chargers,1,2.3,3.6,0.78,1,-15,-3
3665,2015,14,Rams,Lions,1,0.40000000000000036,1.4000000000000004,0.9300000000000002,0,-15,-3
3666,2015,14,Jets,Titans,1,0.39999999999999947,3.6000000000000005,2.27,-1,-40,-4
3667,2015,14,Eagles,Bills,1,-1.1000000000000005,-1.4,0.09999999999999987,-1,7,0
3668,2015,14,Buccaneers,Saints,0,-1.7999999999999998,3.5999999999999996,-0.51,0,-5,-1
3669,2015,14,Panthers,Falcons,1,6.1000000000000005,1.0000000000000004,3.17,-4,-40,-3
3670,2015,14,Jaguars,Colts,1,2.2,1.2000000000000002,2.8499999999999996,0,-9,0
3671,2015,14,Ravens,Seahawks,0,-2.3,-1.4,-2.9,1,0,1
3672,2015,14,Broncos,Raiders,0,2.0000000000000004,0.40000000000000013,-0.07999999999999996,2,-4,2
3673,2015,14,Packers,Cowboys,1,2.5000000000000004,-3.3999999999999995,1.75,-1,-2,0
3674,2015,14,Texans,Patriots,0,-2.3999999999999995,0.2999999999999998,-1.79,0,28,3
3675,2015,14,Dolphins,Giants,0,-5.2,2.8,-0.5800000000000001,0,1,1
3676,2015,15,Rams,Buccaneers,1,5.7,-2.4000000000000004,0.4900000000000002,-2,13,2
3677,2015,15,Cowboys,Jets,0,-2.4000000000000004,3.5,-0.1299999999999999,3,19,0
3678,2015,15,Colts,Texans,0,-1.0,-1.6,-0.42000000000000004,0,-3,0
3679,2015,15,Vikings,Bears,1,5.6,-1.1,2.67,-2,-22,-4
3680,2015,15,Patriots,Titans,1,0.6000000000000005,0.8000000000000003,1.86,-2,-37,-3
3681,2015,15,Giants,Panthers,0,-1.6000000000000005,0.09999999999999964,-0.19999999999999973,1,-31,-3
3682,2015,15,Redskins,Bills,1,3.0999999999999996,-3.1000000000000005,1.0,1,-12,-4
3683,2015,15,Jaguars,Falcons,0,0.5,1.7000000000000002,-0.3699999999999999,0,11,1
3684,2015,15,Ravens,Chiefs,0,-0.5,0.5999999999999996,-2.23,3,1,-1
3685,2015,15,Raiders,Packers,0,0.5,1.0999999999999996,-0.7100000000000002,0,10,1
3686,2015,15,Seahawks,Browns,1,3.8,-0.40000000000000036,1.89,-1,-17,-1
3687,2015,15,Steelers,Broncos,1,0.0,-2.8000000000000003,0.47,0,11,1
3688,2015,15,Chargers,Dolphins,1,2.9000000000000004,1.6,1.23,1,-20,-2
3689,2015,15,49ers,Bengals,0,-3.000000000000001,1.3000000000000003,-0.83,3,14,0
3690,2015,15,Eagles,Cardinals,0,0.5,-2.2,-1.9100000000000001,4,0,0
3691,2015,15,Saints,Lions,0,-3.500000000000001,-2.7,-1.0499999999999998,-1,3,-2
3692,2015,16,Raiders,Chargers,1,-0.9000000000000004,1.5000000000000004,0.09999999999999987,0,23,2
3693,2015,16,Eagles,Redskins,0,-1.2999999999999998,0.19999999999999973,-1.0,2,13,3
3694,2015,16,Titans,Texans,0,-3.3,-0.2999999999999998,-1.9700000000000002,3,2,0
3695,2015,16,Falcons,Panthers,1,6.1000000000000005,-5.199999999999999,0.6000000000000001,0,-19,0
3696,2015,16,Bills,Cowboys,1,3.5999999999999996,1.1000000000000005,1.0,0,7,3
3697,2015,16,Lions,49ers,1,1.6000000000000005,-2.1999999999999997,1.2100000000000002,-1,-7,-1
3698,2015,16,Chiefs,Browns,1,1.2999999999999998,-1.4000000000000004,0.5899999999999999,0,3,1
3699,2015,16,Dolphins,Colts,0,1.5,-1.0,-0.47,1,41,4
3700,2015,16,Jets,Patriots,1,-0.09999999999999964,2.4,0.3599999999999999,0,1,-1
3701,2015,16,Buccaneers,Bears,0,4.1000000000000005,-0.2999999999999998,-0.41999999999999993,3,7,0
3702,2015,16,Ravens,Steelers,1,0.7000000000000002,-1.6,0.27,-3,-13,-2
3703,2015,16,Saints,Jaguars,1,1.299999999999999,-0.3999999999999999,1.3499999999999996,-2,-11,-1
3704,2015,16,Cardinals,Packers,1,6.6000000000000005,0.8000000000000003,2.83,-2,-69,-7
3705,2015,16,Seahawks,Rams,0,1.7000000000000002,-0.6999999999999997,-0.5399999999999998,3,36,4
3706,2015,16,Vikings,Giants,1,-2.0,0.8000000000000007,2.37,-3,-12,-1
3707,2015,16,Broncos,Bengals,1,1.7999999999999998,2.1000000000000005,0.27,0,8,1
3708,2016,17,Falcons,Saints,0,1.5999999999999996,0.5,-0.10000000000000009,1,7,1
3709,2016,17,Bills,Jets,1,1.7000000000000002,-4.6,0.41000000000000014,-2,-3,1
3710,2016,17,Bears,Lions,0,2.999999999999999,1.0999999999999996,-0.17999999999999972,3,-5,0
3711,2016,17,Bengals,Ravens,1,0.40000000000000036,2.6000000000000005,0.6699999999999999,-2,3,2
3712,2016,17,Browns,Steelers,0,-5.8999999999999995,2.1,-1.23,1,63,7
3713,2016,17,Cowboys,Redskins,0,-2.5999999999999996,2.1000000000000005,-0.7000000000000002,4,10,3
3714,2016,17,Colts,Titans,1,1.7999999999999998,-1.0999999999999996,0.6499999999999999,0,-36,-3
3715,2016,17,Dolphins,Patriots,1,4.0,0.19999999999999973,0.84,0,-6,-1
3716,2016,17,Giants,Eagles,0,-1.5000000000000009,1.2000000000000002,-0.4500000000000002,-1,3,1
3717,2016,17,Texans,Jaguars,1,0.20000000000000018,2.9000000000000004,2.07,-3,-49,-6
3718,2016,17,Broncos,Chargers,1,3.5999999999999996,2.8,0.3700000000000001,4,-13,-1
3719,2016,17,Chiefs,Raiders,1,1.2000000000000002,1.7999999999999998,0.3699999999999999,1,-28,-5
3720,2016,17,Cardinals,Seahawks,0,-1.7000000000000002,-1.7999999999999998,-2.7199999999999998,3,-8,1
3721,2016,17,49ers,Rams,1,1.9000000000000004,-0.7000000000000002,0.030000000000000027,1,4,1
3722,2016,17,Panthers,Buccaneers,1,3.200000000000001,0.0,2.45,-1,22,2
3723,2016,17,Packers,Vikings,0,1.4000000000000004,-2.6999999999999997,-0.9199999999999999,0,9,2
3724,2016,18,Texans,Chiefs,0,-4.6000000000000005,0.7999999999999998,-2.5,4,7,0
3725,2016,18,Bengals,Steelers,0,-1.0,-2.0,-0.21999999999999997,2,-14,-1
3726,2016,18,Vikings,Seahawks,0,0.20000000000000018,-1.5,-0.09000000000000008,0,8,1
3727,2016,18,Redskins,Packers,0,0.20000000000000018,0.2999999999999998,-1.31,0,54,5
3728,2016,19,Patriots,Chiefs,1,2.3,-1.5,0.48,-1,-3,-1
3729,2016,19,Cardinals,Packers,1,2.3,-3.9999999999999996,0.3599999999999999,1,11,2
3730,2016,19,Panthers,Seahawks,1,0.10000000000000053,-3.0,0.9199999999999999,-2,-31,-4
3731,2016,19,Broncos,Steelers,1,-2.6000000000000005,-1.2000000000000002,0.4099999999999999,-1,-21,-2
3732,2016,20,Broncos,Patriots,1,-0.7000000000000002,0.6999999999999997,0.13000000000000012,-1,13,-1
3733,2016,20,Panthers,Cardinals,1,6.1,0.2999999999999998,2.62,-6,3,-2
3734,2016,21,Broncos,Panthers,1,-0.2999999999999998,-1.2000000000000002,1.0899999999999999,-2,-31,-2
3735,2016,1,Broncos,Panthers,1,0.7999999999999998,0.1999999999999993,-0.09000000000000008,2,1,-1
3736,2016,1,Falcons,Buccaneers,0,-0.5,-0.8000000000000003,-0.5800000000000001,-1,12,3
3737,2016,1,Titans,Vikings,0,-1.1000000000000005,0.6000000000000001,-1.05,3,19,2
3738,2016,1,Chiefs,Chargers,1,0.40000000000000036,-0.39999999999999947,0.5,1,23,2
3739,2016,1,Saints,Raiders,0,1.5999999999999996,-2.4000000000000004,-0.0900000000000003,1,4,1
3740,2016,1,Jets,Bengals,0,-5.4,2.0999999999999996,0.11000000000000032,0,-41,-6
3741,2016,1,Eagles,Browns,1,0.7999999999999998,-1.8000000000000003,1.65,-1,-14,-1
3742,2016,1,Jaguars,Packers,0,1.7999999999999998,-1.9999999999999998,-0.40000000000000036,1,20,2
3743,2016,1,Ravens,Bills,1,2.5,0.2999999999999998,0.52,1,17,2
3744,2016,1,Texans,Bears,1,-0.3000000000000007,0.10000000000000009,0.6000000000000001,0,-15,-3
3745,2016,1,Seahawks,Dolphins,1,0.39999999999999947,0.2999999999999998,0.17000000000000004,2,-18,-2
3746,2016,1,Cowboys,Giants,0,-2.2,-1.3000000000000003,-0.3200000000000003,-1,-4,-2
3747,2016,1,Colts,Lions,0,-0.7000000000000002,-0.5,-0.36999999999999966,0,9,1
3748,2016,1,Cardinals,Patriots,0,-1.0,1.4,-0.19999999999999973,-2,12,1
3749,2016,1,Redskins,Steelers,0,-0.09999999999999964,-0.3000000000000007,-2.1999999999999997,1,-10,-1
3750,2016,1,49ers,Rams,1,1.5000000000000004,0.8000000000000003,2.0,-1,-10,-2
