,season,week,home,away,game_result,yppa_diff,rush_diff,drive_points_diff,turnover_diff,sack_yards_diff,sack_times_diff
3751,2016,2,Bills,Jets,0,-1.0,1.1,-0.2599999999999998,0,-4,-1
3752,2016,2,Browns,Ravens,0,0.5999999999999996,3.1999999999999997,-0.26,0,18,3
3753,2016,2,Lions,Titans,0,-0.7999999999999998,0.20000000000000018,-0.10000000000000009,0,8,1
3754,2016,2,Patriots,Dolphins,1,0.0,-0.20000000000000018,0.5800000000000001,-3,22,2
3755,2016,2,Giants,Saints,1,3.0,-1.2000000000000002,0.27,3,-1,0
3756,2016,2,Steelers,Bengals,1,0.0,0.7999999999999998,0.6399999999999999,0,9,0
3757,2016,2,Redskins,Cowboys,0,-1.700000000000001,1.4,-0.40000000000000036,0,0,-2
3758,2016,2,Panthers,49ers,1,2.200000000000001,2.3,1.7,1,-6,-1
3759,2016,2,Texans,Chiefs,1,3.1000000000000005,-3.4,0.44000000000000006,-1,0,-2
3760,2016,2,Rams,Seahawks,1,0.5,-0.19999999999999973,0.6000000000000001,-1,5,1
3761,2016,2,Cardinals,Buccaneers,1,4.8999999999999995,-0.5,2.83,-5,-18,-2
3762,2016,2,Broncos,Colts,1,3.8999999999999995,0.2999999999999998,2.11,-1,-27,-4
3763,2016,2,Raiders,Falcons,0,-4.800000000000001,1.4000000000000004,-0.9500000000000002,-1,-7,0
3764,2016,2,Chargers,Jaguars,1,1.9000000000000004,-2.0,2.0,-2,3,1
3765,2016,2,Vikings,Packers,1,3.1999999999999993,-2.2,0.3800000000000001,-2,-1,-1
3766,2016,2,Bears,Eagles,0,2.3,0.5,-1.15,3,5,1
3767,2016,3,Patriots,Texans,1,0.7999999999999998,0.7000000000000002,2.08,-3,-15,-1
3768,2016,3,Bills,Cardinals,1,-1.6,2.5,1.0699999999999998,-4,3,-1
3769,2016,3,Bengals,Broncos,0,-2.5999999999999996,2.6000000000000005,-0.8699999999999999,1,8,2
3770,2016,3,Packers,Lions,1,-0.5999999999999996,2.8999999999999995,0.3999999999999999,-1,-13,-1
3771,2016,3,Titans,Raiders,0,-0.5999999999999996,1.2999999999999998,-0.59,2,-2,0
3772,2016,3,Dolphins,Browns,1,1.0999999999999996,-0.7000000000000002,0.1499999999999999,2,-10,-3
3773,2016,3,Giants,Redskins,0,0.20000000000000107,2.7,-0.18999999999999995,2,-1,0
3774,2016,3,Panthers,Vikings,0,0.09999999999999964,1.4,-1.0,3,46,6
3775,2016,3,Jaguars,Ravens,0,-0.5999999999999996,-1.5,-0.1499999999999999,0,11,2
3776,2016,3,Seahawks,49ers,1,4.3,-0.3000000000000007,1.35,1,17,2
3777,2016,3,Buccaneers,Rams,0,-0.2999999999999998,-0.40000000000000036,-0.6200000000000001,0,9,1
3778,2016,3,Colts,Chargers,1,0.5,1.4,0.1599999999999997,-1,3,0
3779,2016,3,Chiefs,Jets,1,2.4000000000000004,-2.5999999999999996,2.13,-7,16,2
3780,2016,3,Eagles,Steelers,1,4.699999999999999,1.3000000000000003,3.13,-2,-35,-4
3781,2016,4,Cowboys,Bears,1,3.9000000000000004,-0.6999999999999993,1.55,-1,-5,-1
3782,2016,4,Saints,Falcons,0,-0.9000000000000004,-2.0,-1.44,2,2,0
3783,2016,4,Bengals,Dolphins,1,2.799999999999999,-2.6999999999999997,1.19,-2,-18,-4
3784,2016,4,Jaguars,Colts,1,1.4000000000000004,0.9000000000000004,0.2799999999999998,-1,-32,-3
3785,2016,4,Falcons,Panthers,1,6.1,0.30000000000000027,0.94,-1,14,2
3786,2016,4,Bears,Lions,1,2.6999999999999993,0.19999999999999973,-0.010000000000000009,-2,-8,0
3787,2016,4,Patriots,Bills,0,0.6000000000000005,-0.10000000000000053,-1.78,1,16,1
3788,2016,4,Jets,Seahawks,0,-3.0,0.3999999999999999,-0.7,3,-7,2
3789,2016,4,Redskins,Browns,1,0.39999999999999947,-0.20000000000000018,1.44,-2,21,2
3790,2016,4,Ravens,Raiders,0,-0.2999999999999998,1.7000000000000002,0.05999999999999983,0,16,2
3791,2016,4,Texans,Titans,1,-0.20000000000000018,0.8999999999999999,0.9100000000000001,1,4,0
3792,2016,4,Buccaneers,Broncos,0,-2.9000000000000004,0.0,-1.54,3,16,1
3793,2016,4,Cardinals,Rams,0,-1.799999999999999,2.9000000000000004,-0.33999999999999986,4,4,1
3794,2016,4,Chargers,Saints,0,1.9000000000000004,-0.5999999999999999,0.1200000000000001,1,-2,1
3795,2016,5,49ers,Cowboys,0,0.8999999999999995,-1.2999999999999998,-0.7,1,-4,-1
3796,2016,5,Steelers,Chiefs,1,5.199999999999999,0.9000000000000004,2.14,-2,-4,-2
3797,2016,5,Vikings,Giants,1,1.5,-1.0999999999999996,0.9400000000000001,-2,0,0
3798,2016,5,49ers,Cardinals,0,0.3000000000000007,-0.39999999999999947,-0.8000000000000003,3,19,6
3799,2016,5,Browns,Patriots,0,-3.1000000000000005,-1.5999999999999999,-1.75,1,11,1
3800,2016,5,Lions,Eagles,1,-0.40000000000000036,-2.5,0.10999999999999988,-1,8,1
3801,2016,5,Colts,Bears,1,-1.5999999999999996,-1.8999999999999995,0.5500000000000003,-1,24,5
3802,2016,5,Dolphins,Titans,0,2.700000000000001,-2.7,-0.8,2,42,6
3803,2016,5,Vikings,Texans,1,4.8,-1.6,1.64,-1,-13,-2
3804,2016,5,Steelers,Jets,1,1.5999999999999996,-1.7000000000000002,1.64,1,-6,-2
3805,2016,5,Ravens,Redskins,0,-2.0999999999999996,3.2,-0.45999999999999996,-1,12,2
3806,2016,5,Broncos,Falcons,0,-3.7,-0.2999999999999998,-0.6399999999999999,0,23,4
3807,2016,5,Cowboys,Bengals,1,3.0999999999999996,1.1000000000000005,1.3599999999999999,1,-15,-3
3808,2016,5,Raiders,Chargers,1,-4.199999999999999,-0.19999999999999973,0.25,-3,9,1
3809,2016,6,Rams,Bills,0,2.8999999999999995,-3.5999999999999996,-1.0,3,16,2
3810,2016,6,Packers,Giants,1,0.7000000000000002,1.6999999999999997,0.47,1,-21,-4
3811,2016,6,Panthers,Buccaneers,0,3.2,2.3000000000000003,-0.020000000000000018,4,-17,-2
3812,2016,6,Chargers,Broncos,1,1.2999999999999998,-1.8000000000000003,1.17,0,2,0
3813,2016,6,Bills,49ers,1,0.7999999999999998,2.3,2.23,1,-20,0
3814,2016,6,Bears,Jaguars,0,-1.9000000000000004,0.6999999999999997,0.030000000000000027,-2,-3,-1
3815,2016,6,Lions,Rams,1,-1.1999999999999993,-0.2999999999999998,0.3799999999999999,-1,-5,0
3816,2016,6,Titans,Browns,1,3.999999999999999,1.7000000000000002,0.16000000000000014,1,-22,-4
3817,2016,6,Dolphins,Steelers,1,3.1000000000000005,-1.7999999999999998,1.3699999999999999,-2,-20,-2
3818,2016,6,Patriots,Bengals,1,2.5999999999999996,-0.3999999999999999,2.1900000000000004,0,1,1
3819,2016,6,Saints,Panthers,1,3.0,-0.7999999999999998,0.43999999999999995,-1,-14,-1
3820,2016,6,Giants,Ravens,1,2.5,-1.5999999999999996,0.33000000000000007,3,-8,-1
3821,2016,6,Redskins,Eagles,1,1.1000000000000005,2.5,0.4500000000000002,1,-34,-5
3822,2016,6,Raiders,Chiefs,0,-3.1999999999999993,-0.7999999999999998,-1.6,2,3,1
3823,2016,7,Packers,Cowboys,0,-1.5999999999999996,-2.5999999999999996,-1.28,2,-14,-1
3824,2016,7,Seahawks,Falcons,1,-0.3000000000000007,-0.19999999999999973,0.16999999999999993,-2,-16,-3
3825,2016,7,Texans,Colts,1,-0.6000000000000005,0.5999999999999996,0.08000000000000007,0,-8,-2
3826,2016,7,Cardinals,Jets,1,1.1000000000000005,2.5000000000000004,2.25,-2,-8,-1
3827,2016,7,Packers,Bears,1,0.8000000000000007,0.7000000000000002,1.49,-1,13,1
3828,2016,7,Rams,Giants,0,-0.20000000000000018,1.9000000000000001,-0.54,3,20,3
3829,2016,7,Bengals,Browns,1,5.4,2.0999999999999996,1.4000000000000001,-1,10,1
3830,2016,7,Lions,Redskins,1,1.2999999999999998,0.40000000000000036,0.6100000000000001,-2,-2,1
3831,2016,7,Titans,Colts,0,-3.0999999999999996,1.0000000000000004,-0.48999999999999977,1,13,1
3832,2016,7,Chiefs,Saints,1,1.4000000000000004,-0.7000000000000002,0.8999999999999999,-2,-8,-1
3833,2016,7,Dolphins,Bills,1,0.8000000000000007,3.2,0.06000000000000005,0,-15,-3
3834,2016,7,Jets,Ravens,1,3.3,3.0,0.3799999999999999,-1,12,3
3835,2016,7,Eagles,Vikings,1,0.3000000000000007,0.5,0.7900000000000001,0,-35,-6
3836,2016,7,Jaguars,Raiders,0,0.1999999999999993,2.3999999999999995,-1.21,3,7,1
3837,2016,8,Falcons,Chargers,0,-0.20000000000000018,2.0,-0.27,-1,-6,-1
3838,2016,8,49ers,Buccaneers,0,-5.500000000000001,-0.39999999999999947,-1.2000000000000002,2,25,2
3839,2016,8,Steelers,Patriots,0,-2.5,-0.5,-0.9199999999999999,-1,0,0
3840,2016,8,Cardinals,Seahawks,0,0.7999999999999998,0.8999999999999999,-0.030000000000000027,0,11,3
3841,2016,8,Broncos,Texans,1,3.0999999999999996,-0.1999999999999993,1.33,-2,0,-1
3842,2016,8,Titans,Jaguars,1,6.199999999999999,0.5999999999999996,0.7999999999999998,-1,-15,-2
3843,2016,8,Bengals,Redskins,0,-1.7000000000000002,1.0,0.32000000000000006,1,9,2
3844,2016,8,Bills,Patriots,0,-3.3999999999999995,3.3000000000000003,-1.23,0,-21,-3
3845,2016,8,Browns,Jets,0,0.09999999999999964,-1.1000000000000005,-0.25,2,0,-1
3846,2016,8,Colts,Chiefs,0,-3.1999999999999993,1.7000000000000002,-1.23,2,22,3
3847,2016,8,Saints,Seahawks,1,-0.7000000000000002,-0.9000000000000004,0.5599999999999996,0,2,1
3848,2016,8,Buccaneers,Raiders,0,-3.2,-1.5,-0.29000000000000004,-1,-3,0
3849,2016,8,Panthers,Cardinals,1,0.7999999999999998,1.5,1.06,-1,-43,-7
3850,2016,8,Texans,Lions,1,0.10000000000000053,-0.6999999999999997,0.52,1,13,2
3851,2016,9,Broncos,Chargers,1,1.7999999999999998,-2.4000000000000004,0.5699999999999998,0,-12,-3
3852,2016,9,Falcons,Packers,1,2.0,-1.0,0.10999999999999988,0,-12,-1
3853,2016,9,Cowboys,Eagles,1,2.3999999999999995,1.5,0.31000000000000005,0,6,-1
3854,2016,9,Bears,Vikings,1,2.5,2.2,1.0,0,-20,-4
3855,2016,9,Buccaneers,Falcons,0,-2.8,-0.5,-1.1100000000000003,1,-9,0
3856,2016,9,Browns,Cowboys,0,-2.5,-0.5,-2.64,0,26,4
3857,2016,9,Chiefs,Jaguars,1,-0.9000000000000004,-3.6000000000000005,0.19000000000000017,-4,10,0
3858,2016,9,Dolphins,Jets,1,-1.8999999999999995,-2.4000000000000004,0.15000000000000036,-2,-10,-2
3859,2016,9,Vikings,Lions,0,0.5999999999999996,-0.7999999999999998,-0.3999999999999999,-1,9,1
3860,2016,9,Giants,Eagles,1,-0.5,-1.5999999999999996,0.3400000000000001,0,-8,-1
3861,2016,9,Ravens,Steelers,1,1.7999999999999998,-0.30000000000000004,0.46999999999999986,0,3,1
3862,2016,9,Rams,Panthers,0,0.2999999999999998,1.1,-0.2699999999999999,1,-24,-1
3863,2016,9,49ers,Saints,0,1.799999999999999,-0.40000000000000036,-1.23,4,5,0
3864,2016,9,Packers,Colts,0,-0.7999999999999998,3.0999999999999996,-0.41000000000000014,-1,-3,1
3865,2016,10,Chargers,Titans,1,0.7999999999999998,1.0999999999999996,0.9900000000000002,-3,7,1
3866,2016,10,Raiders,Broncos,1,-1.4000000000000004,2.3,0.8300000000000001,-2,-12,0
3867,2016,10,Seahawks,Bills,1,2.7,-1.5,0.6000000000000001,-1,11,-1
3868,2016,10,Ravens,Browns,1,3.1999999999999997,1.0,1.69,-1,-20,-2
3869,2016,10,Titans,Packers,1,4.700000000000001,-0.2999999999999998,1.44,-3,-33,-4
3870,2016,10,Saints,Broncos,0,4.3,1.0,-0.16000000000000014,2,-14,-5
3871,2016,10,Jets,Rams,0,-0.2999999999999998,1.8999999999999995,-0.2699999999999999,1,-4,-2
3872,2016,10,Eagles,Falcons,1,-1.6000000000000005,1.7999999999999998,0.75,0,-2,0
3873,2016,10,Buccaneers,Bears,1,3.0999999999999996,-3.4999999999999996,2.5,-3,11,0
3874,2016,10,Redskins,Vikings,1,0.8000000000000007,2.3999999999999995,0.6000000000000001,0,-21,-2
3875,2016,10,Panthers,Chiefs,0,2.1000000000000005,-1.1999999999999997,-0.44999999999999996,1,6,-1
3876,2016,10,Jaguars,Texans,0,1.6,-1.9,-0.2999999999999998,2,11,1
3877,2016,10,Chargers,Dolphins,0,-2.5999999999999996,-1.3000000000000003,-0.8199999999999998,3,8,2
3878,2016,10,Cardinals,49ers,1,0.8000000000000007,0.5,-0.050000000000000044,3,1,-1
3879,2016,11,Steelers,Cowboys,0,-0.5,-2.5999999999999996,-0.6800000000000002,-1,-16,-1
3880,2016,11,Patriots,Seahawks,0,0.6999999999999993,-0.8000000000000003,-0.7000000000000002,2,-12,-1
3881,2016,11,Giants,Bengals,1,-1.2000000000000002,1.1,0.08000000000000007,1,-7,-2
3882,2016,11,Panthers,Saints,1,-0.7999999999999998,-2.4,0.41999999999999993,-2,-2,-1
3883,2016,11,Bengals,Bills,0,-1.1000000000000005,-2.0000000000000004,-0.3599999999999999,1,-7,-1
3884,2016,11,Cowboys,Ravens,1,0.7000000000000011,-2.4,1.3,0,0,0
3885,2016,11,Browns,Steelers,0,-0.2999999999999998,-2.7,-2.31,2,70,8
3886,2016,11,Lions,Jaguars,1,2.2,-2.4000000000000004,0.9999999999999998,-1,15,3
3887,2016,11,Colts,Titans,1,2.3,-0.8999999999999999,0.4800000000000002,1,-25,-3
3888,2016,11,Chiefs,Buccaneers,0,0.0,0.5,-0.49,1,-5,-1
3889,2016,11,Vikings,Cardinals,1,1.1000000000000005,-1.7999999999999998,0.5,-1,-19,-2
3890,2016,11,Giants,Bears,1,-1.1000000000000005,-0.20000000000000018,0.3800000000000001,-1,-30,-4
3891,2016,11,Rams,Dolphins,0,-0.20000000000000018,-1.6,-0.3700000000000001,0,-21,-3
3892,2016,11,49ers,Patriots,0,-0.8999999999999995,-1.2000000000000002,-0.95,0,22,4
3893,2016,11,Seahawks,Eagles,1,4.7,0.7999999999999998,0.7100000000000002,-2,-23,-1
3894,2016,11,Redskins,Packers,1,4.3999999999999995,0.5999999999999996,1.6399999999999997,-2,-9,0
3895,2016,12,Raiders,Texans,1,3.5999999999999996,-2.3,0.4500000000000002,-1,-13,-2
3896,2016,12,Lions,Vikings,1,-0.6999999999999993,-0.1999999999999993,0.16000000000000014,-1,18,2
3897,2016,12,Cowboys,Redskins,1,-0.5999999999999996,2.5000000000000004,0.18999999999999995,0,5,1
3898,2016,12,Colts,Steelers,0,-4.6,-1.0999999999999996,-2.33,2,21,3
3899,2016,12,Falcons,Cardinals,1,1.1000000000000005,-0.19999999999999973,1.9,0,10,1
3900,2016,12,Bills,Jaguars,1,3.9000000000000004,0.39999999999999947,0.6399999999999999,0,7,3
3901,2016,12,Bears,Titans,0,-3.9000000000000004,-0.7999999999999998,-0.5400000000000003,2,0,0
3902,2016,12,Browns,Giants,0,-0.5999999999999996,-1.1,-1.21,2,35,6
3903,2016,12,Dolphins,49ers,1,2.700000000000001,-4.0,0.6399999999999997,-2,8,0
3904,2016,12,Saints,Rams,1,3.8000000000000007,2.4000000000000004,2.15,-1,-22,-1
3905,2016,12,Ravens,Bengals,1,0.6999999999999993,-0.10000000000000009,0.31000000000000005,-1,-7,-1
3906,2016,12,Texans,Chargers,0,-1.2999999999999998,0.5,-0.8299999999999998,3,0,0
3907,2016,12,Buccaneers,Seahawks,1,4.300000000000001,-2.4,0.72,-1,-33,-6
3908,2016,12,Raiders,Panthers,1,0.0,-3.4000000000000004,0.3999999999999999,0,-12,-1
3909,2016,12,Jets,Patriots,0,2.7,-1.5,-0.44999999999999996,2,0,1
3910,2016,12,Broncos,Chiefs,0,5.7,0.09999999999999964,-0.07000000000000006,1,-2,-1
3911,2016,13,Eagles,Packers,0,-2.0999999999999996,1.9,-1.5199999999999998,1,43,4
3912,2016,13,Vikings,Cowboys,0,-2.0,-0.40000000000000036,0.050000000000000044,-1,7,0
3913,2016,13,Falcons,Chiefs,0,-2.0999999999999996,-1.2999999999999998,-0.5100000000000002,0,3,1
3914,2016,13,Bears,49ers,1,9.799999999999999,-0.49999999999999956,1.67,1,-25,-5
3915,2016,13,Bengals,Eagles,1,5.6,-0.3999999999999999,1.6400000000000001,-1,-2,-1
3916,2016,13,Packers,Texans,1,1.4000000000000004,-0.39999999999999947,0.9200000000000002,0,-9,-1
3917,2016,13,Patriots,Rams,1,1.9,1.7999999999999998,1.23,-2,-35,-4
3918,2016,13,Saints,Lions,0,-0.7999999999999998,0.5,-1.8099999999999998,3,3,-1
3919,2016,13,Jaguars,Broncos,0,0.09999999999999964,0.39999999999999947,-0.8099999999999999,3,0,-1
3920,2016,13,Ravens,Dolphins,1,2.3,1.6,2.62,-1,-11,-2
3921,2016,13,Raiders,Bills,1,2.5,-2.8,1.17,-2,-21,-4
3922,2016,13,Cardinals,Redskins,1,-0.5,-1.0999999999999996,0.8000000000000003,-2,-6,0
3923,2016,13,Steelers,Giants,1,2.8000000000000007,-0.10000000000000009,0.8300000000000001,0,0,0
3924,2016,13,Chargers,Buccaneers,0,-0.8000000000000007,2.0999999999999996,-1.0099999999999998,1,2,1
3925,2016,13,Seahawks,Panthers,1,2.0,4.1000000000000005,3.06,-1,21,3
3926,2016,13,Jets,Colts,0,-3.8999999999999995,-0.8999999999999999,-2.59,2,-5,0
3927,2016,14,Chiefs,Raiders,1,7.2,-2.0000000000000004,0.75,3,-2,0
3928,2016,14,Bills,Steelers,0,1.200000000000001,-2.0,-0.6300000000000001,-2,20,5
3929,2016,14,Browns,Bengals,0,-2.2,2.1000000000000005,-1.2999999999999998,1,-14,-1
3930,2016,14,Lions,Bears,1,-0.40000000000000036,-1.3000000000000007,0.10000000000000009,2,6,2
3931,2016,14,Titans,Broncos,1,-2.8,2.3,0.2699999999999999,-2,-5,-1
3932,2016,14,Colts,Texans,0,0.40000000000000036,1.0,-0.44999999999999996,2,-5,-1
3933,2016,14,Dolphins,Cardinals,1,5.3999999999999995,-3.8,0.33000000000000007,-1,-9,-2
3934,2016,14,Eagles,Redskins,0,-4.500000000000001,-1.0,-0.010000000000000231,1,19,2
3935,2016,14,Panthers,Chargers,1,-0.1999999999999993,0.3999999999999999,0.9199999999999999,-4,-2,-3
3936,2016,14,Jaguars,Vikings,0,-2.3999999999999995,0.6000000000000001,-0.6699999999999999,-1,27,4
3937,2016,14,49ers,Jets,0,-1.7000000000000002,4.499999999999999,-0.45999999999999996,-1,-24,-4
3938,2016,14,Packers,Seahawks,1,3.9000000000000004,-2.1,1.94,-6,-13,-2
3939,2016,14,Rams,Falcons,0,-2.2,1.9,-2.23,5,10,1
3940,2016,14,Buccaneers,Saints,1,0.40000000000000036,0.10000000000000009,0.5,-3,9,1
3941,2016,14,Giants,Cowboys,1,1.9000000000000004,-1.5,0.20000000000000007,0,13,0
3942,2016,14,Patriots,Ravens,1,4.699999999999999,0.7000000000000002,0.5000000000000002,2,-13,-1
3943,2016,15,Seahawks,Rams,1,4.799999999999999,-0.3999999999999999,2.07,1,-29,-2
3944,2016,15,Jets,Dolphins,0,-7.8,2.5,-1.83,3,22,2
3945,2016,15,Bills,Browns,1,1.0,1.9000000000000004,2.37,0,-31,-4
3946,2016,15,Bears,Packers,0,0.8999999999999995,-4.800000000000001,-0.2799999999999998,4,-19,-3
3947,2016,15,Bengals,Steelers,0,-2.5,-0.5999999999999996,-0.44999999999999973,1,10,0
3948,2016,15,Chiefs,Titans,0,-1.5999999999999996,0.5,-0.030000000000000027,-2,4,0
3949,2016,15,Vikings,Colts,0,-3.0,-0.20000000000000018,-2.8,3,43,5
3950,2016,15,Giants,Lions,1,-0.3000000000000007,0.7000000000000002,1.0,-2,10,1
3951,2016,15,Ravens,Eagles,1,2.5,1.8999999999999995,0.08000000000000007,1,6,2
3952,2016,15,Texans,Jaguars,1,3.5999999999999996,-0.8999999999999999,0.07000000000000006,1,-9,-2
3953,2016,15,Falcons,49ers,1,7.6,0.5999999999999996,2.55,0,-18,-1
3954,2016,15,Cardinals,Saints,0,0.20000000000000018,3.6000000000000005,0.09999999999999964,1,-22,-2
3955,2016,15,Broncos,Patriots,0,0.7999999999999998,-0.10000000000000009,-0.98,3,20,2
3956,2016,15,Chargers,Raiders,0,-0.40000000000000036,-1.7000000000000002,-0.28,0,3,1
3957,2016,15,Cowboys,Buccaneers,1,0.8999999999999995,3.1999999999999997,0.5,-3,-8,-1
3958,2016,15,Redskins,Panthers,0,-1.2999999999999998,-2.3,-0.79,3,-1,-1
3959,2016,16,Eagles,Giants,1,1.0,-0.6999999999999997,0.41999999999999993,-2,0,0
3960,2016,16,Bills,Dolphins,0,0.2999999999999998,-1.3000000000000007,-0.41000000000000014,-1,12,2
3961,2016,16,Bears,Redskins,0,-1.3000000000000007,-0.5,-1.82,5,5,1
3962,2016,16,Browns,Chargers,1,-2.5,2.5,0.27,-1,48,9
3963,2016,16,Packers,Vikings,1,0.8000000000000007,-1.8999999999999995,1.38,-2,10,0
3964,2016,16,Patriots,Jets,1,2.0,-1.0,3.17,-4,1,-1
3965,2016,16,Panthers,Falcons,0,-3.5,-1.0999999999999996,-1.67,2,-6,-2
3966,2016,16,Jaguars,Titans,1,3.8,0.10000000000000009,1.8599999999999999,0,-4,-1
3967,2016,16,Raiders,Colts,1,-2.5,1.5,0.73,-3,8,1
3968,2016,16,Rams,49ers,0,-3.5999999999999996,1.0,-0.07000000000000006,0,-1,0
3969,2016,16,Saints,Buccaneers,1,1.1999999999999993,-0.20000000000000018,0.43000000000000016,-2,-12,0
3970,2016,16,Seahawks,Cardinals,0,-3.1999999999999993,-0.30000000000000027,-0.050000000000000266,0,29,5
3971,2016,16,Texans,Bengals,1,-0.7000000000000002,1.4,0.2600000000000001,-1,-3,1
3972,2016,16,Steelers,Ravens,1,2.9000000000000004,1.0999999999999996,0.36999999999999966,1,-16,-2
3973,2016,16,Chiefs,Broncos,1,2.3,1.9000000000000004,1.77,-2,0,0
3974,2016,16,Cowboys,Lions,1,5.0,1.0,1.91,-2,-20,-3
3975,2017,17,Bengals,Ravens,1,2.5999999999999996,-0.5,1.54,-2,-8,-2
3976,2017,17,Titans,Texans,1,0.0,1.5,0.8499999999999999,0,-18,0
3977,2017,17,Colts,Jaguars,1,-0.3000000000000007,-1.7999999999999998,0.31000000000000005,0,18,2
3978,2017,17,Dolphins,Patriots,0,-2.0999999999999996,-0.7999999999999998,-2.1,2,0,0
3979,2017,17,Vikings,Bears,1,0.40000000000000036,-0.5,2.8,-4,-9,-2
3980,2017,17,Jets,Bills,1,1.5,1.8000000000000003,1.31,-3,-12,-2
3981,2017,17,Eagles,Cowboys,1,1.1000000000000005,0.5,1.37,-2,-12,-1
3982,2017,17,Steelers,Browns,1,1.3999999999999995,-4.5,0.07999999999999985,-3,8,0
3983,2017,17,Buccaneers,Panthers,1,-1.0999999999999996,0.5,0.18999999999999995,-1,-16,0
3984,2017,17,Falcons,Saints,1,2.2,0.7999999999999998,0.7800000000000002,-1,-1,-1
3985,2017,17,Broncos,Raiders,1,2.5,0.0,1.25,-2,-7,-2
3986,2017,17,Rams,Cardinals,0,-3.7,-1.1,-2.9499999999999997,1,69,6
3987,2017,17,Chargers,Chiefs,0,-2.3000000000000007,1.7000000000000002,-1.2400000000000002,1,-2,-1
3988,2017,17,49ers,Seahawks,0,1.0999999999999996,-1.5,-0.16000000000000014,2,13,3
3989,2017,17,Redskins,Giants,0,0.7000000000000002,-1.5,-0.81,3,32,3
3990,2017,17,Lions,Packers,0,0.5,-1.3000000000000003,-0.41999999999999993,1,10,1
3991,2017,18,Texans,Raiders,1,3.6,-0.20000000000000018,0.7599999999999999,-3,-22,-3
3992,2017,18,Seahawks,Lions,1,1.2999999999999998,1.4000000000000004,1.9300000000000002,0,-9,0
3993,2017,18,Steelers,Dolphins,1,3.4000000000000004,2.5999999999999996,1.53,-1,-27,-4
3994,2017,18,Packers,Giants,1,1.6000000000000005,-1.0999999999999996,1.71,-2,27,3
3995,2017,19,Falcons,Seahawks,1,1.799999999999999,-1.4,1.6,-2,-2,0
3996,2017,19,Patriots,Texans,1,2.8,-0.9999999999999996,1.12,0,-9,-1
3997,2017,19,Cowboys,Packers,0,0.10000000000000053,0.7000000000000002,0.040000000000000036,0,-18,-1
3998,2017,19,Chiefs,Steelers,0,-2.0999999999999996,-0.5999999999999996,-0.020000000000000018,1,0,0
3999,2017,20,Falcons,Packers,1,4.300000000000001,-2.4,2.7899999999999996,-2,-19,-2
4000,2017,20,Patriots,Steelers,1,2.2,-0.6000000000000001,1.57,-2,10,2
4001,2017,21,Falcons,Patriots,0,3.4000000000000004,1.5999999999999996,-0.07000000000000028,-1,20,0
4002,2017,1,Patriots,Chiefs,0,-3.1999999999999993,-3.4000000000000004,-1.07,-1,4,0
4003,2017,1,Bills,Jets,1,3.3,2.0,0.75,-1,-5,1
4004,2017,1,Bears,Falcons,0,-5.9,3.8,-0.4099999999999999,0,24,2
4005,2017,1,Bengals,Ravens,0,-1.9000000000000004,-0.20000000000000018,-1.67,4,16,4
4006,2017,1,Browns,Steelers,0,-1.0999999999999996,0.19999999999999973,-0.4600000000000002,0,34,6
4007,2017,1,Lions,Cardinals,1,1.5,0.5,0.77,-3,2,0
4008,2017,1,Titans,Raiders,0,-1.5999999999999996,0.7000000000000002,-0.8200000000000001,0,-11,-1
4009,2017,1,Redskins,Eagles,0,-2.5999999999999996,1.4,-0.8,2,31,2
4010,2017,1,Texans,Jaguars,0,-2.9,0.0,-2.06,4,54,10
4011,2017,1,Rams,Colts,1,3.200000000000001,-1.2000000000000002,3.23,-2,-21,-3
4012,2017,1,Packers,Seahawks,1,1.7999999999999998,-2.0,0.7999999999999999,0,2,1
4013,2017,1,49ers,Panthers,0,-2.0999999999999996,0.2999999999999998,-1.7899999999999998,0,27,4
4014,2017,1,Cowboys,Giants,1,1.5,1.3000000000000003,1.8099999999999998,-1,-17,-2
4015,2017,1,Vikings,Saints,1,2.999999999999999,1.4,1.1100000000000003,0,-2,0
4016,2017,1,Broncos,Chargers,1,0.9000000000000004,1.0,0.09000000000000008,1,31,3
4017,2017,1,Bengals,Texans,0,2.0,-1.4,-0.31000000000000005,1,-16,0
4018,2017,2,Colts,Cardinals,0,-3.4000000000000004,-0.6999999999999997,-0.25,0,0,0
4019,2017,2,Chiefs,Eagles,1,1.8000000000000007,-0.39999999999999947,0.8800000000000001,-2,-15,-2
4020,2017,2,Saints,Patriots,0,-3.499999999999999,1.0,-1.6,0,-3,-1
4021,2017,2,Steelers,Vikings,1,2.9000000000000004,-1.3999999999999995,1.42,-1,-11,0
4022,2017,2,Buccaneers,Bears,1,-0.10000000000000053,2.2,2.12,-3,-1,1
4023,2017,2,Panthers,Bills,1,1.2999999999999998,-0.20000000000000018,0.6000000000000001,0,32,3
4024,2017,2,Jaguars,Titans,0,-1.5999999999999996,-1.0,-1.6300000000000001,2,8,1
4025,2017,2,Ravens,Browns,1,-1.0999999999999996,-0.20000000000000018,1.08,-3,9,-1
4026,2017,2,Raiders,Jets,1,2.1999999999999993,1.7000000000000002,2.5,-2,-21,-4
4027,2017,2,Chargers,Dolphins,0,1.700000000000001,-0.3999999999999999,-0.010000000000000009,0,3,-1
4028,2017,2,Broncos,Cowboys,1,1.7000000000000002,1.6999999999999997,2.19,0,19,0
